lead_id,lead_created_date,lead_source,agent_id,agent_name,property_type,neighborhood,listing_price,funnel_stage,closed,close_date,days_to_close,commission_rate,commission_amount,lost_reason,days_since_last_contact,at_risk_lead
L10195,2025-03-26,Social Media,A102,Ananya Iyer,Condo,Harborview,447251.75,Contacted,False,,,,,Price too high,22.0,True
L10196,2025-09-20,Zillow,A106,Divya Kapoor,Condo,Maple Grove,232134.22,Showing Scheduled,False,,,,,Price too high,7.0,False
L10197,2025-09-17,Website,A100,Priya Sharma,Single Family,Harborview,452130.55,Contacted,False,,,,,Still in progress,1.0,False
L10198,2025-01-21,Website,A104,Sneha Rao,Multi-Family,Oakridge,512293.97,Showing Scheduled,False,,,,,Changed mind,10.0,False
L10199,2025-05-13,Referral,A110,Ishita Bose,Single Family,Lakeview,510202.29,Lead (Uncontacted),False,,,,,Never contacted,4.0,False
L10200,2025-12-30,Open House,A113,Rahul Chawla,Single Family,Lakeview,489093.22,Showing Completed,False,,,,,Chose competitor,1.0,False
L10201,2025-11-03,Website,A112,Pooja Reddy,Single Family,Oakridge,412076.73,Contacted,False,,,,,Went cold / unresponsive,9.0,False
L10202,2025-12-13,Zillow,A112,Pooja Reddy,Condo,Pinecrest,244338.66,Offer Made,False,,,,,Price too high,1.0,False
L10203,2025-10-30,Social Media,A103,Karan Malhotra,Townhouse,Pinecrest,293648.03,Offer Made,False,,,,,Still in progress,20.0,False
L10204,2025-04-25,Walk-in,A111,Sameer Khan,Condo,Maple Grove,237550.82,Lead (Uncontacted),False,,,,,Never contacted,11.0,False
L10205,2025-07-09,Zillow,A101,Rohan Mehta,Single Family,Sunset Hills,376734.34,Contacted,False,,,,,Price too high,5.0,False
L10206,2025-05-30,Referral,A110,Ishita Bose,Multi-Family,Pinecrest,384158.29,Showing Scheduled,False,,,,,Went cold / unresponsive,16.0,False
L10207,2025-10-02,Referral,A114,Tanvi Joshi,Townhouse,Downtown Core,543524.96,Showing Completed,False,,,,,Price too high,2.0,False
L10208,2025-11-05,Referral,A106,Divya Kapoor,Single Family,Downtown Core,853943.58,Offer Made,False,,,,,Still in progress,11.0,False
L10209,2025-06-07,Website,A113,Rahul Chawla,Single Family,Pinecrest,462276.52,Showing Completed,False,,,,,Went cold / unresponsive,2.0,False
L10210,2025-11-20,Open House,A107,Vikram Singh,Townhouse,Riverside Heights,433775.36,Showing Scheduled,False,,,,,Price too high,11.0,False
L10211,2025-04-03,Referral,A113,Rahul Chawla,Condo,Pinecrest,292180.03,Contacted,False,,,,,Financing fell through,15.0,False
L10212,2025-03-17,Website,A109,Aditya Verma,Single Family,Lakeview,481127.59,Contacted,False,,,,,Changed mind,9.0,False
L10213,2025-10-10,Website,A107,Vikram Singh,Condo,Sunset Hills,285351.41,Showing Scheduled,False,,,,,Chose competitor,6.0,False
L10214,2025-06-26,Referral,A109,Aditya Verma,Single Family,Harborview,499852.41,Closed,True,2025-08-05,40.0,0.028,13995.87,,,False
L10215,2025-11-06,Walk-in,A108,Neha Gupta,Condo,Downtown Core,351032.41,Lead (Uncontacted),False,,,,,Never contacted,5.0,False
L10216,2025-02-08,Referral,A109,Aditya Verma,Single Family,Downtown Core,630417.04,Contacted,False,,,,,Changed mind,1.0,False
L10217,2025-03-13,Open House,A105,Arjun Nair,Single Family,Lakeview,544533.04,Lead (Uncontacted),False,,,,,Never contacted,12.0,False
L10218,2025-06-26,Website,A104,Sneha Rao,Townhouse,Pinecrest,350653.56,Contacted,False,,,,,Price too high,4.0,False
L10219,2025-03-25,Zillow,A105,Arjun Nair,Single Family,Lakeview,506505.03,Lead (Uncontacted),False,,,,,Never contacted,5.0,False
L10220,2025-11-27,Zillow,A110,Ishita Bose,Single Family,Oakridge,286930.96,Closed,True,2026-02-01,66.0,0.028,8034.07,,,False
L10221,2025-10-23,Referral,A109,Aditya Verma,Townhouse,Oakridge,292035.42,Contacted,False,,,,,Went cold / unresponsive,5.0,False
L10222,2025-02-18,Referral,A105,Arjun Nair,Multi-Family,Sunset Hills,484925.75,Showing Scheduled,False,,,,,Price too high,4.0,False
L10223,2025-07-07,Social Media,A106,Divya Kapoor,Single Family,Riverside Heights,619555.03,Showing Completed,False,,,,,Went cold / unresponsive,1.0,False
L10224,2025-04-10,Social Media,A100,Priya Sharma,Single Family,Sunset Hills,369301.11,Offer Made,False,,,,,Price too high,14.0,False
L10225,2025-05-06,Social Media,A104,Sneha Rao,Condo,Maple Grove,198361.44,Showing Scheduled,False,,,,,Went cold / unresponsive,18.0,False
L10226,2025-11-21,Website,A108,Neha Gupta,Single Family,Riverside Heights,639658.4,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L10227,2025-01-30,Referral,A102,Ananya Iyer,Multi-Family,Downtown Core,774174.37,Contacted,False,,,,,Chose competitor,4.0,False
L10228,2025-10-12,Zillow,A106,Divya Kapoor,Multi-Family,Riverside Heights,901429.54,Contacted,False,,,,,Chose competitor,4.0,False
L10229,2025-11-05,Zillow,A107,Vikram Singh,Single Family,Riverside Heights,405170.64,Closed,True,2025-12-21,46.0,0.028,11344.78,,,False
L10230,2025-04-02,Referral,A104,Sneha Rao,Single Family,Lakeview,476206.38,Contacted,False,,,,,Price too high,16.0,False
L10231,2025-04-14,Open House,A111,Sameer Khan,Townhouse,Maple Grove,396268.46,Contacted,False,,,,,Financing fell through,13.0,False
L10232,2025-06-22,Referral,A112,Pooja Reddy,Townhouse,Sunset Hills,355528.87,Showing Completed,False,,,,,Price too high,11.0,False
L10233,2025-05-27,Zillow,A100,Priya Sharma,Multi-Family,Downtown Core,880358.03,Showing Completed,False,,,,,Chose competitor,6.0,False
L10234,2025-08-30,Zillow,A108,Neha Gupta,Single Family,Downtown Core,374887.39,Contacted,False,,,,,Financing fell through,5.0,False
L10235,2025-02-17,Website,A108,Neha Gupta,Townhouse,Downtown Core,771443.8,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10236,2025-07-08,Referral,A109,Aditya Verma,Single Family,Harborview,604334.75,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10237,2025-10-25,Zillow,A110,Ishita Bose,Townhouse,Sunset Hills,160048.22,Contacted,False,,,,,Still in progress,4.0,False
L10238,2025-05-15,Website,A107,Vikram Singh,Townhouse,Downtown Core,445469.67,Closed,True,2025-07-11,57.0,0.028,12473.15,,,False
L10239,2025-04-14,Social Media,A112,Pooja Reddy,Townhouse,Riverside Heights,451885.79,Contacted,False,,,,,Chose competitor,11.0,False
L10240,2025-07-07,Referral,A104,Sneha Rao,Condo,Sunset Hills,333935.57,Contacted,False,,,,,Price too high,1.0,False
L10241,2025-07-07,Social Media,A109,Aditya Verma,Single Family,Maple Grove,446347.02,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L10242,2025-02-24,Social Media,A105,Arjun Nair,Single Family,Harborview,638144.39,Lead (Uncontacted),False,,,,,Never contacted,3.0,False
L10243,2025-01-31,Zillow,A103,Karan Malhotra,Condo,Oakridge,301456.26,Showing Completed,False,,,,,Went cold / unresponsive,0.0,False
L10244,2025-02-22,Website,A103,Karan Malhotra,Townhouse,Lakeview,341782.17,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L10245,2025-02-18,Walk-in,A104,Sneha Rao,Condo,Sunset Hills,231399.55,Closed,True,2025-04-18,59.0,0.028,6479.19,,,False
L10246,2025-11-16,Website,A100,Priya Sharma,Townhouse,Riverside Heights,461703.74,Offer Made,False,,,,,Chose competitor,15.0,False
L10247,2025-02-25,Social Media,A106,Divya Kapoor,Multi-Family,Harborview,705213.89,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10248,2025-06-24,Website,A107,Vikram Singh,Single Family,Downtown Core,659590.99,Contacted,False,,,,,Went cold / unresponsive,33.0,True
L10249,2025-07-20,Walk-in,A113,Rahul Chawla,Townhouse,Sunset Hills,395293.02,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L10250,2025-09-13,Zillow,A114,Tanvi Joshi,Condo,Riverside Heights,287237.38,Showing Completed,False,,,,,Financing fell through,17.0,False
L10251,2025-11-06,Social Media,A102,Ananya Iyer,Condo,Downtown Core,401502.42,Showing Completed,False,,,,,Chose competitor,1.0,False
L10252,2025-11-06,Website,A110,Ishita Bose,Single Family,Lakeview,473500.92,Contacted,False,,,,,Chose competitor,4.0,False
L10253,2025-10-30,Referral,A101,Rohan Mehta,Condo,Lakeview,289155.14,Closed,True,2025-12-10,41.0,0.028,8096.34,,,False
L10254,2025-01-24,Zillow,A106,Divya Kapoor,Condo,Sunset Hills,229884.79,Contacted,False,,,,,Price too high,5.0,False
L10255,2025-10-10,Walk-in,A106,Divya Kapoor,Single Family,Riverside Heights,566435.96,Closed,True,2025-11-24,45.0,0.028,15860.21,,,False
L10256,2025-05-06,Zillow,A104,Sneha Rao,Single Family,Pinecrest,230927.43,Offer Made,False,,,,,Went cold / unresponsive,7.0,False
L10257,2025-08-02,Walk-in,A109,Aditya Verma,Single Family,Oakridge,373423.16,Contacted,False,,,,,Went cold / unresponsive,27.0,True
L10258,2025-05-23,Website,A106,Divya Kapoor,Single Family,Lakeview,463736.92,Contacted,False,,,,,Chose competitor,12.0,False
L10259,2025-10-28,Website,A113,Rahul Chawla,Townhouse,Downtown Core,513472.4,Contacted,False,,,,,Went cold / unresponsive,23.0,True
L10260,2025-07-07,Referral,A109,Aditya Verma,Townhouse,Pinecrest,293110.19,Showing Completed,False,,,,,Still in progress,6.0,False
L10261,2025-08-14,Open House,A100,Priya Sharma,Single Family,Sunset Hills,455256.69,Closed,True,2025-09-25,42.0,0.028,12747.19,,,False
L10262,2025-01-06,Zillow,A106,Divya Kapoor,Single Family,Sunset Hills,523787.34,Showing Completed,False,,,,,Changed mind,15.0,False
L10263,2025-07-03,Social Media,A103,Karan Malhotra,Multi-Family,Harborview,724142.87,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L10264,2025-06-03,Zillow,A108,Neha Gupta,Single Family,Sunset Hills,592241.98,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L10265,2025-01-08,Website,A105,Arjun Nair,Multi-Family,Maple Grove,470571.21,Showing Completed,False,,,,,Went cold / unresponsive,32.0,True
L10266,2025-03-15,Walk-in,A112,Pooja Reddy,Condo,Oakridge,258900.45,Showing Completed,False,,,,,Price too high,16.0,False
L10267,2025-12-30,Referral,A107,Vikram Singh,Townhouse,Sunset Hills,313272.75,Offer Made,False,,,,,Changed mind,0.0,False
L10268,2025-04-04,Walk-in,A105,Arjun Nair,Single Family,Oakridge,352750.32,Lead (Uncontacted),False,,,,,Never contacted,30.0,True
L10269,2025-03-23,Website,A104,Sneha Rao,Townhouse,Lakeview,457792.4,Showing Completed,False,,,,,Price too high,7.0,False
L10270,2025-10-05,Open House,A100,Priya Sharma,Single Family,Riverside Heights,343922.2,Showing Scheduled,False,,,,,Went cold / unresponsive,5.0,False
L10271,2025-11-23,Website,A107,Vikram Singh,Townhouse,Downtown Core,473658.93,Showing Completed,False,,,,,Still in progress,7.0,False
L10272,2025-04-13,Open House,A103,Karan Malhotra,Single Family,Harborview,436845.1,Contacted,False,,,,,Chose competitor,3.0,False
L10273,2025-01-24,Social Media,A106,Divya Kapoor,Single Family,Downtown Core,556539.46,Contacted,False,,,,,Went cold / unresponsive,6.0,False
L10274,2025-09-11,Referral,A104,Sneha Rao,Multi-Family,Pinecrest,590885.05,Closed,True,2025-10-13,32.0,0.028,16544.78,,,False
L10275,2025-06-28,Open House,A100,Priya Sharma,Single Family,Harborview,609451.09,Showing Completed,False,,,,,Went cold / unresponsive,5.0,False
L10276,2025-07-25,Walk-in,A109,Aditya Verma,Townhouse,Oakridge,333924.3,Showing Scheduled,False,,,,,Financing fell through,2.0,False
L10277,2025-02-28,Walk-in,A108,Neha Gupta,Single Family,Harborview,602967.34,Contacted,False,,,,,Price too high,3.0,False
L10278,2025-04-21,Zillow,A104,Sneha Rao,Condo,Sunset Hills,312782.68,Contacted,False,,,,,Price too high,7.0,False
L10279,2025-07-13,Zillow,A105,Arjun Nair,Multi-Family,Harborview,531036.36,Contacted,False,,,,,Financing fell through,25.0,True
L10280,2025-12-06,Website,A110,Ishita Bose,Townhouse,Riverside Heights,396830.77,Lead (Uncontacted),False,,,,,Never contacted,19.0,False
L10281,2025-07-11,Website,A110,Ishita Bose,Condo,Pinecrest,231146.61,Showing Completed,False,,,,,Went cold / unresponsive,4.0,False
L10282,2025-09-04,Referral,A112,Pooja Reddy,Single Family,Maple Grove,476234.76,Contacted,False,,,,,Still in progress,7.0,False
L10283,2025-12-02,Social Media,A100,Priya Sharma,Condo,Downtown Core,432536.76,Showing Scheduled,False,,,,,Went cold / unresponsive,5.0,False
L10284,2025-01-22,Referral,A112,Pooja Reddy,Single Family,Lakeview,338162.28,Contacted,False,,,,,Chose competitor,9.0,False
L10285,2025-11-24,Website,A112,Pooja Reddy,Multi-Family,Maple Grove,629188.64,Offer Made,False,,,,,Went cold / unresponsive,4.0,False
L10286,2025-01-19,Website,A106,Divya Kapoor,Single Family,Downtown Core,535157.43,Offer Made,False,,,,,Went cold / unresponsive,13.0,False
L10287,2025-09-05,Referral,A111,Sameer Khan,Townhouse,Oakridge,276860.23,Lead (Uncontacted),False,,,,,Never contacted,3.0,False
L10288,2025-01-06,Social Media,A113,Rahul Chawla,Single Family,Sunset Hills,319579.39,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L10289,2025-09-23,Website,A102,Ananya Iyer,Condo,Pinecrest,255514.21,Contacted,False,,,,,Went cold / unresponsive,7.0,False
L10290,2025-04-18,Website,A102,Ananya Iyer,Condo,Downtown Core,366048.62,Showing Completed,False,,,,,Went cold / unresponsive,4.0,False
L10291,2025-08-21,Zillow,A106,Divya Kapoor,Condo,Sunset Hills,266308.58,Closed,True,2025-11-06,77.0,0.028,7456.64,,,False
L10292,2025-10-05,Open House,A113,Rahul Chawla,Single Family,Harborview,449925.19,Showing Completed,False,,,,,Chose competitor,27.0,True
L10293,2025-10-15,Zillow,A113,Rahul Chawla,Single Family,Riverside Heights,488581.28,Contacted,False,,,,,Financing fell through,13.0,False
L10294,2025-09-28,Zillow,A113,Rahul Chawla,Single Family,Riverside Heights,564732.76,Showing Completed,False,,,,,Chose competitor,7.0,False
L10295,2025-02-16,Website,A110,Ishita Bose,Single Family,Pinecrest,398019.01,Offer Made,False,,,,,Chose competitor,5.0,False
L10296,2025-10-31,Open House,A108,Neha Gupta,Condo,Sunset Hills,268185.85,Contacted,False,,,,,Chose competitor,6.0,False
L10297,2025-08-26,Open House,A111,Sameer Khan,Single Family,Sunset Hills,485708.2,Contacted,False,,,,,Financing fell through,2.0,False
L10298,2025-07-01,Walk-in,A104,Sneha Rao,Townhouse,Riverside Heights,492877.75,Offer Made,False,,,,,Went cold / unresponsive,17.0,False
L10299,2025-07-04,Zillow,A107,Vikram Singh,Single Family,Pinecrest,345405.37,Contacted,False,,,,,Financing fell through,6.0,False
L10300,2025-08-30,Referral,A102,Ananya Iyer,Single Family,Downtown Core,414588.45,Contacted,False,,,,,Price too high,7.0,False
L10301,2025-10-18,Walk-in,A113,Rahul Chawla,Townhouse,Downtown Core,543636.2,Showing Scheduled,False,,,,,Financing fell through,8.0,False
L10302,2025-06-02,Open House,A110,Ishita Bose,Single Family,Harborview,641153.19,Showing Scheduled,False,,,,,Went cold / unresponsive,10.0,False
L10303,2025-04-19,Zillow,A104,Sneha Rao,Single Family,Riverside Heights,503283.93,Showing Scheduled,False,,,,,Went cold / unresponsive,18.0,False
L10304,2025-10-12,Social Media,A110,Ishita Bose,Single Family,Sunset Hills,355633.67,Offer Made,False,,,,,Financing fell through,13.0,False
L10305,2025-05-18,Social Media,A107,Vikram Singh,Townhouse,Sunset Hills,322801.6,Contacted,False,,,,,Price too high,2.0,False
L10306,2025-05-27,Open House,A102,Ananya Iyer,Single Family,Pinecrest,406914.69,Contacted,False,,,,,Went cold / unresponsive,42.0,True
L10307,2025-12-20,Zillow,A110,Ishita Bose,Townhouse,Downtown Core,589365.14,Contacted,False,,,,,Went cold / unresponsive,7.0,False
L10308,2025-10-22,Referral,A109,Aditya Verma,Single Family,Oakridge,424808.36,Contacted,False,,,,,Chose competitor,4.0,False
L10309,2025-06-20,Social Media,A102,Ananya Iyer,Condo,Oakridge,261018.6,Showing Completed,False,,,,,Went cold / unresponsive,2.0,False
L10310,2025-04-03,Referral,A110,Ishita Bose,Condo,Riverside Heights,434064.07,Contacted,False,,,,,Financing fell through,4.0,False
L10311,2025-05-19,Walk-in,A106,Divya Kapoor,Single Family,Maple Grove,369194.59,Showing Scheduled,False,,,,,Still in progress,2.0,False
L10312,2025-12-26,Referral,A112,Pooja Reddy,Single Family,Riverside Heights,285941.82,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10313,2025-07-25,Website,A101,Rohan Mehta,Single Family,Oakridge,308753.25,Showing Completed,False,,,,,Went cold / unresponsive,10.0,False
L10314,2025-09-13,Website,A100,Priya Sharma,Single Family,Sunset Hills,412922.9,Showing Scheduled,False,,,,,Went cold / unresponsive,7.0,False
L10315,2025-11-10,Referral,A110,Ishita Bose,Condo,Oakridge,145230.77,Showing Completed,False,,,,,Chose competitor,10.0,False
L10316,2025-08-03,Zillow,A105,Arjun Nair,Single Family,Harborview,575939.66,Showing Completed,False,,,,,Went cold / unresponsive,14.0,False
L10317,2025-02-09,Open House,A106,Divya Kapoor,Townhouse,Harborview,391852.34,Contacted,False,,,,,Still in progress,12.0,False
L10318,2025-12-12,Website,A108,Neha Gupta,Condo,Maple Grove,217734.3,Contacted,False,,,,,Financing fell through,7.0,False
L10319,2025-06-05,Zillow,A109,Aditya Verma,Townhouse,Oakridge,227845.57,Showing Completed,False,,,,,Price too high,14.0,False
L10320,2025-12-06,Walk-in,A106,Divya Kapoor,Multi-Family,Harborview,610710.05,Contacted,False,,,,,Price too high,2.0,False
L10321,2025-04-30,Zillow,A104,Sneha Rao,Single Family,Harborview,580363.61,Contacted,False,,,,,Financing fell through,2.0,False
L10322,2025-08-18,Zillow,A110,Ishita Bose,Single Family,Oakridge,256445.77,Contacted,False,,,,,Still in progress,12.0,False
L10323,2025-12-13,Social Media,A112,Pooja Reddy,Multi-Family,Oakridge,540841.65,Closed,True,2026-02-05,54.0,0.028,15143.57,,,False
L10324,2025-03-27,Zillow,A111,Sameer Khan,Condo,Pinecrest,241284.33,Contacted,False,,,,,Went cold / unresponsive,14.0,False
L10325,2025-01-03,Referral,A112,Pooja Reddy,Condo,Downtown Core,367411.29,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L10326,2025-02-17,Social Media,A110,Ishita Bose,Single Family,Maple Grove,415787.72,Contacted,False,,,,,Still in progress,4.0,False
L10327,2025-02-19,Zillow,A102,Ananya Iyer,Multi-Family,Lakeview,497139.42,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L10328,2025-12-09,Referral,A106,Divya Kapoor,Condo,Pinecrest,261165.2,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L10329,2025-04-14,Referral,A109,Aditya Verma,Condo,Pinecrest,281592.35,Showing Completed,False,,,,,Price too high,0.0,False
L10330,2025-06-15,Walk-in,A109,Aditya Verma,Condo,Lakeview,413665.39,Closed,True,2025-07-23,38.0,0.028,11582.63,,,False
L10331,2025-05-28,Open House,A113,Rahul Chawla,Condo,Harborview,376724.17,Showing Completed,False,,,,,Still in progress,21.0,False
L10332,2025-06-04,Website,A102,Ananya Iyer,Townhouse,Pinecrest,259943.32,Showing Scheduled,False,,,,,Changed mind,0.0,False
L10333,2025-11-05,Social Media,A109,Aditya Verma,Multi-Family,Harborview,681603.77,Lead (Uncontacted),False,,,,,Never contacted,16.0,False
L10334,2025-04-08,Social Media,A113,Rahul Chawla,Single Family,Downtown Core,514303.17,Showing Completed,False,,,,,Chose competitor,1.0,False
L10335,2025-04-03,Referral,A102,Ananya Iyer,Multi-Family,Sunset Hills,614764.3,Closed,True,2025-04-29,26.0,0.028,17213.4,,,False
L10336,2025-07-09,Referral,A102,Ananya Iyer,Townhouse,Pinecrest,352876.89,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L10337,2025-03-06,Website,A104,Sneha Rao,Condo,Riverside Heights,444536.0,Showing Scheduled,False,,,,,Price too high,5.0,False
L10338,2025-02-01,Zillow,A110,Ishita Bose,Condo,Downtown Core,418713.08,Offer Made,False,,,,,Financing fell through,6.0,False
L10339,2025-10-22,Walk-in,A105,Arjun Nair,Townhouse,Maple Grove,262588.26,Contacted,False,,,,,Price too high,2.0,False
L10340,2025-11-06,Social Media,A102,Ananya Iyer,Condo,Riverside Heights,419150.37,Showing Completed,False,,,,,Price too high,8.0,False
L10341,2025-09-03,Referral,A104,Sneha Rao,Single Family,Oakridge,359461.2,Showing Scheduled,False,,,,,Changed mind,8.0,False
L10342,2025-11-11,Referral,A105,Arjun Nair,Townhouse,Downtown Core,465951.69,Contacted,False,,,,,Price too high,11.0,False
